frame_id,vehicle_id,class,x1,y1,x2,y2,confidence
16,-1,car,222.09,158.07,247.43,172.24,0.0271
17,-1,car,178.39,136.41,201.95,151.65,0.0925
17,-1,car,143.19,143.12,175.24,166.84,0.0885
17,-1,car,239.06,138.68,259.2,151.86,0.0532
17,-1,car,215.53,205.43,248.22,226.19,0.0498
18,-1,car,211.17,197.08,242.13,218.78,0.1901
18,-1,car,173.1,130.71,200.41,150.27,0.0701
18,-1,car,277.67,142.35,305.39,162.2,0.0571
18,-1,car,219.09,155.21,240.5,167.93,0.0478
18,-1,car,236.56,135.54,256.38,151.35,0.0395
18,-1,car,142.85,138.42,174.36,163.54,0.0369
18,-1,car,263.21,210.93,288.4,221.87,0.0267
18,-1,car,224.8,135.71,257.05,157.57,0.0238
18,-1,car,199.15,122.88,219.26,138.51,0.0221
19,5,car,142.24,138.6,173.76,161.63,0.2976
20,-1,car,206.57,188.54,235.12,210.33,0.2995
20,-1,car,286.89,193.54,312.03,205.06,0.0968
20,-1,car,286.16,185.29,312.23,203.61,0.0535
20,-1,car,276.49,143.85,304.13,161.59,0.0508
20,-1,car,138.94,132.66,175.49,161.14,0.0483
20,-1,car,255.58,199.42,282.11,214.31,0.042
20,-1,car,160.19,207.35,193.11,235.78,0.0313
21,1,car,159.47,202.4,190.28,224.82,0.4946
22,-1,car,213.32,143.18,234.73,156.46,0.067
22,-1,car,158.31,198.08,191.81,222.96,0.0591
22,-1,car,196.94,124.4,215.18,135.28,0.0466
22,-1,car,247.45,189.41,273.24,204.68,0.0425
22,-1,car,232.38,131.21,253.91,143.69,0.0283
22,-1,car,199.35,188.63,229.61,201.86,0.024
23,-1,car,159.19,195.15,187.28,216.21,0.1176
23,-1,car,280.65,187.82,304.23,197.02,0.0309
23,-1,car,199.36,184.82,228.7,198.13,0.0243
23,-1,car,279.88,187.95,304.71,208.8,0.0213
24,-1,car,278.96,185.65,303.7,193.7,0.0824
24,-1,car,231.61,128.34,249.04,140.93,0.0501
24,-1,car,276.7,185.74,303.99,205.67,0.0392
24,-1,car,174.07,119.05,197.93,137.18,0.0274
25,-1,car,157.36,186.32,185.11,207.6,0.53
25,-1,car,191.16,171.58,223.37,190.49,0.3744
25,-1,car,173.48,119.39,194.58,134.78,0.0926
25,-1,car,141.6,127.55,170.48,147.71,0.0777
25,-1,truck,155.33,142.65,185.46,207.75,0.021
26,108,car,157.4,186.39,185.08,207.62,0.5585
26,109,car,191.03,171.7,223.33,190.68,0.3131
27,-1,car,153.07,182.76,183.15,200.18,0.3718
27,-1,car,140.93,123.25,169.76,145.14,0.0226
28,-1,car,151.85,179.07,182.94,198.19,0.3514
28,-1,car,190.71,166.01,216.58,181.05,0.1915
28,-1,car,207.1,130.47,225.02,143.2,0.1156
28,-1,car,224.72,123.24,242.8,132.79,0.0224
28,-1,car,234.02,177.18,257.24,189.64,0.0217
28,-1,car,140.53,122.04,171.08,143.86,0.0207
29,-1,car,166.35,214.45,207.95,239.84,0.2238
29,-1,car,151.32,175.63,183.4,197.91,0.221
29,-1,car,188.8,162.57,215.77,179.26,0.1988
29,-1,car,205.88,129.12,224.77,142.7,0.0997
29,-1,car,204.61,125.0,242.56,143.43,0.0391
29,-1,car,141.14,119.61,169.29,143.15,0.0321
29,-1,car,170.79,113.49,194.12,127.92,0.0244
29,-1,car,140.71,85.08,170.45,142.86,0.0225
30,125,car,166.52,214.41,208.16,239.82,0.387
30,126,car,151.31,173.55,180.87,194.06,0.7622
31,-1,car,164.8,209.47,196.03,231.77,0.2778
31,-1,car,150.25,169.72,178.86,192.08,0.1666
31,-1,car,183.36,156.39,210.57,173.71,0.0687
32,-1,car,159.46,200.91,195.93,224.34,0.3526
32,-1,car,150.89,167.03,176.52,184.97,0.3408
32,-1,car,183.06,153.53,208.58,171.5,0.1199
32,-1,car,222.23,156.38,247.47,174.21,0.0302
32,-1,car,254.11,119.66,281.35,141.16,0.0263
33,-1,car,149.96,163.71,176.49,182.52,0.2859
33,-1,car,182.87,150.81,207.28,166.38,0.03
34,-1,car,160.95,196.5,192.97,220.47,0.0748
35,108,car,162.62,192.62,189.1,212.42,0.4539
36,-1,car,302.89,210.71,319.9,223.81,0.1465
36,-1,car,215.85,146.99,238.65,162.66,0.1304
36,-1,car,159.68,189.15,192.66,212.1,0.1233
36,-1,car,252.2,152.55,273.2,168.07,0.0666
36,-1,car,178.41,142.44,202.78,158.67,0.0594
36,-1,car,26.43,97.08,64.23,111.75,0.0203
37,-1,car,301.5,207.2,319.81,222.25,0.4101
37,-1,car,160.18,189.79,189.89,208.12,0.2208
37,-1,car,29.46,95.03,61.74,111.33,0.2172
37,-1,car,214.92,144.45,238.76,161.0,0.1087
37,-1,car,249.53,150.61,271.52,165.98,0.1009
37,-1,car,0.06,107.27,27.97,129.52,0.0303
37,-1,car,214.82,144.53,232.79,155.41,0.0216
37,-1,car,176.77,138.13,201.36,159.12,0.0204
38,159,car,298.17,204.7,320.0,223.05,0.5646
39,159,car,296.52,201.38,318.27,219.19,0.7745
40,-1,car,157.04,175.33,183.92,197.02,0.17
40,-1,car,288.23,198.01,319.47,214.51,0.1421
40,-1,car,175.07,131.17,197.26,146.85,0.084
40,-1,car,303.51,165.92,319.87,187.45,0.0302
40,-1,car,143.64,145.85,169.9,161.68,0.021
40,-1,car,287.44,165.4,319.87,216.91,0.0201
41,180,car,142.64,144.6,169.76,160.97,0.4389
42,-1,car,287.04,191.57,313.27,204.86,0.176
42,-1,car,171.75,127.27,196.44,144.07,0.0396
42,-1,car,207.49,130.03,242.74,151.9,0.0274
43,159,car,285.86,189.11,308.25,207.25,0.7851
44,159,car,282.29,186.19,304.41,203.9,0.72
45,159,car,279.76,183.38,300.86,199.78,0.7612
45,203,car,154.84,160.82,178.12,179.97,0.4871
46,159,car,275.54,180.78,297.45,197.43,0.7894
47,159,car,272.62,176.58,293.76,192.27,0.6579
48,159,car,271.57,175.19,292.68,190.52,0.6617
49,159,car,267.46,172.74,289.09,188.02,0.6003
50,159,car,264.59,170.59,286.32,185.68,0.5095
51,-1,car,150.77,145.46,171.27,161.09,0.2495
51,-1,car,261.29,168.87,286.54,182.84,0.0297
51,-1,car,143.96,126.95,164.0,138.28,0.0222
52,159,car,258.09,166.41,281.43,182.37,0.5917
