frame_id,vehicle_id,class,x1,y1,x2,y2,confidence,zone,move_dx,move_dy,alignment,wrong_side
1,29,car,731.66,55.37,792.37,96.55,0.4389,,,,,0
1,30,bike,593.39,88.79,615.72,118.04,0.4656,,,,,0
1,31,bike,97.73,189.86,121.16,229.88,0.422,,,,,0
1,32,car,434.49,88.05,465.78,115.96,0.3248,,,,,0
1,33,bike,779.59,68.63,808.84,114.31,0.307,,,,,0
1,34,rickshaw,0.0,224.23,26.12,291.0,0.2184,,,,,0
2,1,car,805.25,322.17,1227.55,614.11,0.9748,,,,,0
2,2,car,354.1,287.14,559.45,482.3,0.9524,,,,,0
2,3,car,565.53,119.08,664.94,204.39,0.9409,,,,,0
2,4,rickshaw,923.89,111.43,1041.82,248.9,0.9333,,,,,0
2,5,bike,595.11,175.55,652.01,288.4,0.9299,,,,,0
2,6,car,267.85,191.96,364.66,287.17,0.9169,,,,,0
2,7,rickshaw,793.3,157.68,925.03,297.42,0.9171,,,,,0
2,8,bike,686.47,200.35,763.31,334.74,0.9062,,,,,0
2,9,car,499.37,105.73,569.51,169.41,0.9041,,,,,0
2,10,car,302.51,153.73,370.85,211.9,0.9044,,,,,0
2,11,bike,476.17,163.68,520.63,249.41,0.9008,,,,,0
2,12,bike,1057.79,224.76,1185.26,430.9,0.8886,,,,,0
2,13,bike,362.35,126.71,385.74,169.23,0.8686,,,,,0
2,14,car,1078.34,60.72,1196.92,151.2,0.8565,,,,,0
2,15,bike,442.73,138.03,473.68,201.69,0.866,,,,,0
2,16,car,1183.83,61.67,1279.41,160.1,0.825,,,,,0
2,17,bike,861.83,97.17,908.65,165.54,0.8263,,,,,0
2,18,car,863.72,58.89,970.43,121.6,0.8292,,,,,0
2,19,bike,727.06,75.46,757.8,126.32,0.8064,,,,,0
2,20,bike,698.91,168.76,754.88,252.6,0.7934,,,,,0
2,21,bike,51.56,212.96,69.15,254.87,0.6651,,,,,0
2,22,bike,315.27,71.76,333.26,103.35,0.6472,,,,,0
2,23,car,487.22,86.24,527.47,123.16,0.6372,,,,,0
2,24,rickshaw,593.64,88.97,615.75,118.02,0.5961,,,,,0
2,25,car,707.53,46.16,766.99,97.49,0.532,,,,,0
2,26,bike,33.69,239.08,61.15,292.65,0.5587,,,,,0
2,27,bus,952.99,42.18,1039.91,109.55,0.4555,,,,,0
2,28,car,62.82,187.15,100.75,229.29,0.4484,,,,,0
2,29,car,731.41,55.36,792.15,96.55,0.44,,,,,0
2,30,bike,593.41,88.81,615.7,118.0,0.4843,,,,,0
2,31,bike,97.77,189.84,121.16,229.8,0.444,,,,,0
2,32,car,434.55,88.18,465.66,115.92,0.3484,,,,,0
2,33,bike,779.59,68.63,808.84,114.31,0.3072,,,,,0
2,34,rickshaw,0.02,224.43,26.03,290.83,0.2678,,,,,0
3,1,car,805.25,322.17,1227.55,614.1,0.9748,,,,,0
3,2,car,354.14,287.16,559.38,482.2,0.9524,,,,,0
3,3,car,565.53,119.08,664.92,204.39,0.9408,,,,,0
3,4,rickshaw,923.89,111.43,1041.82,248.9,0.9333,,,,,0
3,5,bike,595.11,175.56,652.01,288.4,0.9299,,,,,0
3,6,car,267.85,191.97,364.64,287.16,0.9169,,,,,0
3,7,rickshaw,793.3,157.68,925.03,297.42,0.9171,,,,,0
3,8,bike,686.47,200.36,763.31,334.74,0.9062,,,,,0
3,9,car,499.39,105.75,569.49,169.4,0.9041,,,,,0
3,10,car,302.51,153.74,370.8,211.87,0.9044,,,,,0
3,11,bike,476.18,163.68,520.63,249.39,0.9008,,,,,0
3,12,bike,1057.8,224.76,1185.26,430.9,0.8886,,,,,0
3,13,bike,362.35,126.71,385.73,169.21,0.8686,,,,,0
3,14,car,1078.32,60.72,1196.91,151.2,0.8565,,,,,0
3,15,bike,442.73,138.05,473.68,201.68,0.866,,,,,0
3,16,car,1183.81,61.67,1279.41,160.1,0.825,,,,,0
3,17,bike,861.83,97.17,908.65,165.53,0.8263,,,,,0
3,18,car,863.71,58.89,970.43,121.6,0.8292,,,,,0
3,19,bike,727.06,75.46,757.8,126.32,0.8064,,,,,0
3,20,bike,698.9,168.76,754.92,252.62,0.7934,,,,,0
3,21,bike,51.55,212.94,69.13,254.85,0.6652,,,,,0
3,22,bike,315.27,71.76,333.25,103.34,0.6474,,,,,0
3,23,car,487.24,86.25,527.46,123.14,0.6374,,,,,0
3,24,rickshaw,593.65,88.99,615.74,118.01,0.5962,,,,,0
3,25,car,707.52,46.16,767.06,97.48,0.532,,,,,0
3,26,bike,33.5,238.87,61.04,292.63,0.5589,,,,,0
3,27,bus,952.99,42.18,1039.91,109.55,0.4556,,,,,0
3,28,car,62.83,187.18,100.69,229.25,0.4486,,,,,0
3,29,car,731.35,55.36,792.12,96.55,0.44,,,,,0
3,30,bike,593.41,88.82,615.69,117.99,0.4844,,,,,0
3,31,bike,97.78,189.83,121.15,229.77,0.4442,,,,,0
3,32,car,434.57,88.22,465.62,115.91,0.3487,,,,,0
3,33,bike,779.59,68.63,808.84,114.31,0.3072,,,,,0
3,34,rickshaw,0.04,224.49,26.0,290.77,0.268,,,,,0
4,1,car,805.24,322.17,1227.56,614.1,0.9748,,,,,0
4,2,car,354.14,287.16,559.38,482.18,0.9524,,,,,0
4,3,car,565.53,119.08,664.92,204.39,0.9408,,,,,0
4,4,rickshaw,923.89,111.43,1041.82,248.9,0.9333,,,,,0
4,5,bike,595.11,175.56,652.01,288.4,0.9299,,,,,0
4,6,car,267.86,191.97,364.63,287.15,0.9169,,,,,0
4,7,rickshaw,793.31,157.68,925.03,297.42,0.9171,,,,,0
4,8,bike,686.47,200.36,763.31,334.73,0.9062,,,,,0
4,9,car,499.39,105.76,569.49,169.39,0.9041,,,,,0
4,10,car,302.5,153.74,370.79,211.87,0.9044,,,,,0
4,11,bike,476.18,163.69,520.63,249.39,0.9008,,,,,0
4,12,bike,1057.8,224.76,1185.26,430.9,0.8886,,,,,0
4,13,bike,362.35,126.71,385.73,169.21,0.8686,,,,,0
4,14,car,1078.31,60.72,1196.92,151.2,0.8565,,,,,0
4,15,bike,442.73,138.06,473.67,201.68,0.866,,,,,0
4,16,car,1183.8,61.67,1279.42,160.1,0.825,,,,,0
4,17,bike,861.83,97.17,908.65,165.53,0.8263,,,,,0
4,18,car,863.7,58.89,970.44,121.6,0.8292,,,,,0
4,19,bike,727.06,75.47,757.8,126.32,0.8064,,,,,0
4,20,bike,698.88,168.76,754.94,252.62,0.7934,,,,,0
4,21,bike,51.55,212.93,69.11,254.84,0.6652,,,,,0
4,22,bike,315.27,71.76,333.24,103.34,0.6473,,,,,0
4,23,car,487.24,86.25,527.46,123.13,0.6374,,,,,0
4,24,rickshaw,593.66,88.99,615.74,118.01,0.5961,,,,,0
4,25,car,707.48,46.16,767.1,97.48,0.532,,,,,0
4,26,bike,33.46,238.82,61.0,292.63,0.5589,,,,,0
4,27,bus,952.99,42.18,1039.92,109.55,0.4556,,,,,0
4,28,car,62.83,187.18,100.67,229.24,0.4486,,,,,0
4,29,car,731.34,55.36,792.14,96.55,0.44,,,,,0
4,30,bike,593.42,88.82,615.68,117.99,0.4844,,,,,0
4,31,bike,97.78,189.83,121.15,229.76,0.4442,,,,,0
4,32,car,434.57,88.23,465.62,115.9,0.3487,,,,,0
4,33,bike,779.59,68.63,808.83,114.31,0.3072,,,,,0
4,34,rickshaw,0.04,224.51,25.99,290.76,0.2679,,,,,0
5,1,car,805.23,322.17,1227.57,614.1,0.9748,,,,,0
5,2,car,354.13,287.17,559.39,482.17,0.9524,,,,,0
5,3,car,565.53,119.08,664.92,204.39,0.9408,,,,,0
5,4,rickshaw,923.88,111.43,1041.82,248.9,0.9333,,,,,0
5,5,bike,595.11,175.56,652.01,288.4,0.9299,,,,,0
5,6,car,267.86,191.97,364.62,287.15,0.9169,,,,,0
5,7,rickshaw,793.31,157.68,925.03,297.42,0.9171,,,,,0
5,8,bike,686.47,200.36,763.31,334.73,0.9062,,,,,0
5,9,car,499.39,105.76,569.49,169.39,0.9041,,,,,0
5,10,car,302.5,153.74,370.79,211.86,0.9044,,,,,0
5,11,bike,476.18,163.69,520.63,249.39,0.9008,,,,,0
5,12,bike,1057.8,224.76,1185.25,430.9,0.8886,,,,,0
5,13,bike,362.36,126.71,385.73,169.21,0.8686,,,,,0
5,14,car,1078.3,60.72,1196.94,151.2,0.8565,,,,,0
5,15,bike,442.74,138.06,473.67,201.68,0.866,,,,,0
5,16,car,1183.79,61.67,1279.44,160.1,0.825,,,,,0
5,17,bike,861.83,97.17,908.65,165.53,0.8263,,,,,0
5,18,car,863.69,58.89,970.46,121.6,0.8292,,,,,0
5,19,bike,727.06,75.46,757.8,126.32,0.8064,,,,,0
5,20,bike,698.85,168.76,754.96,252.62,0.7934,,,,,0
5,21,bike,51.56,212.93,69.1,254.84,0.6652,,,,,0
5,22,bike,315.28,71.76,333.24,103.34,0.6473,,,,,0
5,23,car,487.24,86.25,527.46,123.13,0.6374,,,,,0
5,24,rickshaw,593.66,89.0,615.73,118.01,0.5961,,,,,0
5,25,car,707.42,46.16,767.14,97.48,0.532,,,,,0
5,26,bike,33.47,238.81,60.98,292.63,0.5589,,,,,0
5,27,bus,952.98,42.18,1039.92,109.55,0.4556,,,,,0
5,28,car,62.84,187.18,100.66,229.24,0.4486,,,,,0
5,29,car,731.33,55.36,792.17,96.55,0.44,,,,,0
5,30,bike,593.42,88.82,615.68,117.99,0.4844,,,,,0
5,31,bike,97.79,189.83,121.15,229.76,0.4442,,,,,0
5,32,car,434.56,88.23,465.62,115.9,0.3487,,,,,0
5,33,bike,779.59,68.63,808.83,114.31,0.3072,,,,,0
5,34,rickshaw,0.04,224.51,26.0,290.76,0.2679,,,,,0
6,1,car,805.22,322.17,1227.58,614.1,0.9748,,,,,0
6,2,car,354.11,287.16,559.41,482.18,0.9524,,,,,0
6,3,car,565.53,119.08,664.92,204.39,0.9408,,,,,0
6,4,rickshaw,923.88,111.43,1041.83,248.9,0.9333,,,,,0
6,5,bike,595.11,175.56,652.0,288.4,0.9299,,,,,0
6,6,car,267.87,191.97,364.62,287.15,0.9169,,,,,0
6,7,rickshaw,793.31,157.68,925.02,297.42,0.9171,,,,,0
6,8,bike,686.47,200.36,763.31,334.73,0.9062,,,,,0
6,9,car,499.39,105.76,569.49,169.39,0.9041,,,,,0
6,10,car,302.5,153.74,370.79,211.87,0.9044,,,,,0
6,11,bike,476.18,163.69,520.63,249.39,0.9008,,,,,0
6,12,bike,1057.8,224.76,1185.25,430.9,0.8886,,,,,0
6,13,bike,362.36,126.71,385.72,169.21,0.8686,,,,,0
6,14,car,1078.29,60.72,1196.95,151.2,0.8565,,,,,0
6,15,bike,442.74,138.05,473.67,201.68,0.866,,,,,0
6,16,car,1183.78,61.67,1279.45,160.1,0.825,,,,,0
6,17,bike,861.83,97.17,908.65,165.53,0.8263,,,,,0
6,18,car,863.68,58.89,970.47,121.6,0.8292,,,,,0
6,19,bike,727.06,75.46,757.8,126.32,0.8063,,,,,0
6,20,bike,698.83,168.76,754.98,252.61,0.7934,,,,,0
6,21,bike,51.57,212.93,69.09,254.84,0.6651,,,,,0
6,22,bike,315.29,71.76,333.23,103.34,0.6473,,,,,0
6,23,car,487.24,86.25,527.46,123.13,0.6374,,,,,0
6,24,rickshaw,593.66,88.99,615.73,118.01,0.5961,,,,,0
6,25,car,707.36,46.15,767.2,97.49,0.5324,,,,,0
6,26,bike,33.5,238.82,60.97,292.63,0.5589,,,,,0
6,27,bus,952.98,42.18,1039.93,109.55,0.4554,,,,,0
6,28,car,62.84,187.18,100.66,229.24,0.4484,,,,,0
6,29,car,731.32,55.36,792.2,96.55,0.4401,,,,,0
6,30,bike,593.42,88.82,615.68,117.99,0.4844,,,,,0
6,31,bike,97.79,189.83,121.14,229.76,0.4442,,,,,0
6,32,car,434.56,88.23,465.63,115.91,0.3486,,,,,0
6,33,bike,779.59,68.62,808.84,114.31,0.307,,,,,0
6,34,rickshaw,0.04,224.51,26.0,290.76,0.2678,,,,,0
7,1,car,805.21,322.17,1227.59,614.1,0.9748,,,,,0
7,2,car,354.09,287.16,559.42,482.18,0.9524,,,,,0
7,3,car,565.53,119.08,664.92,204.39,0.9408,,,,,0
7,4,rickshaw,923.88,111.43,1041.83,248.9,0.9333,,,,,0
7,5,bike,595.11,175.56,652.0,288.4,0.9299,,,,,0
7,6,car,267.87,191.97,364.61,287.15,0.9169,,,,,0
7,7,rickshaw,793.32,157.68,925.02,297.42,0.9171,,,,,0
7,8,bike,686.47,200.36,763.31,334.73,0.9062,,,,,0
7,9,car,499.38,105.76,569.5,169.39,0.9041,,,,,0
7,10,car,302.5,153.74,370.8,211.87,0.9044,,,,,0
7,11,bike,476.18,163.69,520.63,249.39,0.9008,,,,,0
7,12,bike,1057.8,224.76,1185.25,430.9,0.8886,,,,,0
7,13,bike,362.36,126.71,385.72,169.21,0.8686,,,,,0
7,14,car,1078.28,60.72,1196.97,151.2,0.8565,,,,,0
7,15,bike,442.74,138.05,473.67,201.68,0.866,,,,,0
7,16,car,1183.77,61.67,1279.46,160.1,0.825,,,,,0
7,17,bike,861.84,97.17,908.64,165.54,0.8263,,,,,0
7,18,car,863.67,58.89,970.48,121.6,0.8292,,,,,0
7,19,bike,727.06,75.46,757.8,126.32,0.8063,,,,,0
7,20,bike,698.8,168.76,755.0,252.61,0.7934,,,,,0
7,21,bike,51.58,212.93,69.08,254.84,0.6652,,,,,0
7,22,bike,315.29,71.76,333.22,103.34,0.6473,,,,,0
7,23,car,487.24,86.25,527.46,123.14,0.6374,,,,,0
7,24,rickshaw,593.66,88.99,615.73,118.01,0.5961,,,,,0
7,25,car,707.31,46.15,767.26,97.49,0.5322,,,,,0
7,26,bike,33.52,238.83,60.96,292.63,0.5589,,,,,0
7,27,bus,952.97,42.18,1039.93,109.55,0.4554,,,,,0
7,28,car,62.85,187.18,100.65,229.24,0.4485,,,,,0
7,29,car,731.31,55.36,792.23,96.55,0.4401,,,,,0
7,30,bike,593.42,88.82,615.68,117.99,0.4844,,,,,0
7,31,bike,97.79,189.83,121.14,229.76,0.4441,,,,,0
7,32,car,434.55,88.23,465.64,115.91,0.3486,,,,,0
7,33,bike,779.6,68.62,808.84,114.31,0.307,,,,,0
7,34,rickshaw,0.03,224.51,26.0,290.76,0.2679,,,,,0
8,1,car,805.19,322.17,1227.6,614.1,0.9748,,,,,0
8,2,car,354.07,287.16,559.44,482.19,0.9524,,,,,0
8,3,car,565.52,119.08,664.92,204.39,0.9409,,,,,0
8,4,rickshaw,923.87,111.43,1041.84,248.9,0.9333,,,,,0
8,5,bike,595.11,175.56,652.0,288.4,0.9299,,,,,0
8,6,car,267.88,191.97,364.61,287.15,0.9169,,,,,0
8,7,rickshaw,793.32,157.68,925.02,297.42,0.9171,,,,,0
8,8,bike,686.47,200.36,763.31,334.73,0.9063,,,,,0
8,9,car,499.38,105.76,569.5,169.39,0.9041,,,,,0
8,10,car,302.5,153.74,370.8,211.87,0.9044,,,,,0
8,11,bike,476.18,163.69,520.63,249.39,0.9008,,,,,0
8,12,bike,1057.8,224.76,1185.25,430.9,0.8886,,,,,0
8,13,bike,362.36,126.71,385.72,169.21,0.8686,,,,,0
8,14,car,1078.27,60.72,1196.98,151.2,0.8565,,,,,0
8,15,bike,442.74,138.05,473.67,201.68,0.866,,,,,0
8,16,car,1183.76,61.67,1279.47,160.1,0.825,,,,,0
8,17,bike,861.83,97.16,908.64,165.54,0.8265,,,,,0
8,18,car,863.66,58.89,970.5,121.6,0.8293,,,,,0
8,19,bike,727.08,75.47,757.82,126.32,0.806,,,,,0
8,20,bike,698.77,168.76,755.02,252.59,0.7934,,,,,0
8,21,bike,51.6,212.94,69.07,254.84,0.6651,,,,,0
8,22,bike,315.3,71.76,333.22,103.34,0.6473,,,,,0
8,23,car,487.24,86.25,527.46,123.14,0.6374,,,,,0
8,24,rickshaw,593.66,88.99,615.73,118.01,0.596,,,,,0
8,25,car,707.21,46.18,767.26,97.52,0.5347,,,,,0
8,26,bike,33.55,238.84,60.94,292.63,0.5586,,,,,0
8,27,bus,952.96,42.18,1039.93,109.55,0.4556,,,,,0
8,28,car,62.86,187.18,100.65,229.25,0.4492,,,,,0
8,29,car,731.23,55.35,792.22,96.56,0.4397,,,,,0
8,30,bike,593.42,88.82,615.68,117.99,0.4846,,,,,0
8,31,bike,97.8,189.83,121.14,229.77,0.444,,,,,0
8,32,car,434.54,88.22,465.65,115.91,0.3487,,,,,0
8,33,bike,779.59,68.61,808.84,114.31,0.3077,,,,,0
8,34,rickshaw,0.03,224.5,26.01,290.76,0.2675,,,,,0
9,1,car,805.28,322.14,1227.52,613.93,0.9748,,,,,0
9,2,car,354.0,287.26,559.35,482.21,0.9523,,,,,0
9,3,car,565.5,119.08,664.88,204.36,0.9379,,,,,0
9,4,rickshaw,923.94,111.76,1041.65,248.88,0.9326,,,,,0
9,5,bike,595.11,175.59,651.98,288.39,0.9306,,,,,0
9,6,car,267.81,191.97,364.51,287.14,0.9168,,,,,0
9,7,rickshaw,793.13,157.24,925.19,297.43,0.9135,,,,,0
9,8,bike,686.45,200.37,763.27,334.7,0.906,,,,,0
9,9,car,499.4,105.72,569.53,169.37,0.9067,,,,,0
9,10,car,302.47,153.83,370.75,211.93,0.9054,,,,,0
9,11,bike,476.21,163.67,520.68,249.45,0.9016,,,,,0
9,12,bike,1057.83,224.71,1185.3,430.9,0.8878,,,,,0
9,13,bike,362.39,126.69,385.76,169.21,0.8689,,,,,0
9,14,car,1078.27,60.7,1196.91,151.1,0.851,,,,,0
9,15,bike,442.73,138.15,473.67,201.79,0.8661,,,,,0
9,16,car,1183.68,61.53,1279.53,160.1,0.8217,,,,,0
9,17,bike,861.57,96.78,908.64,165.54,0.8271,,,,,0
9,18,car,863.6,58.94,970.34,121.57,0.82,,,,,0
9,19,bike,727.03,75.37,757.85,126.37,0.8039,,,,,0
9,20,bike,698.72,168.83,754.63,252.2,0.8003,,,,,0
9,21,bike,51.52,212.75,69.06,254.89,0.6603,,,,,0
9,22,bike,315.21,71.51,333.29,103.4,0.6612,,,,,0
9,23,car,487.27,86.26,527.5,123.14,0.6354,,,,,0
9,24,rickshaw,593.56,88.69,615.82,117.99,0.5429,,,,,0
9,25,car,707.48,46.18,767.68,97.48,0.5306,,,,,0
9,26,bike,33.48,238.79,60.87,292.64,0.5454,,,,,0
9,27,bus,952.42,42.23,1039.33,109.62,0.4514,,,,,0
9,28,car,62.87,187.19,100.67,229.29,0.4192,,,,,0
9,29,car,731.18,55.34,792.23,96.54,0.4373,,,,,0
9,30,bike,593.36,88.62,615.74,117.98,0.5526,,,,,0
9,31,bike,97.87,189.96,121.15,229.8,0.4493,,,,,0
9,32,car,434.62,88.41,465.48,115.84,0.3447,,,,,0
9,33,bike,779.55,68.5,808.89,114.34,0.3275,,,,,0
9,34,rickshaw,0.0,223.59,26.17,290.57,0.2946,,,,,0
10,1,car,830.34,328.19,1246.87,614.46,0.9653,main_carriageway,22.21,0.36,0.016,0
10,2,car,359.0,290.57,568.04,488.76,0.9394,main_carriageway,6.76,6.59,0.698,0
10,3,car,567.15,119.37,666.98,204.94,0.9438,,,,,0
10,4,rickshaw,931.5,111.27,1050.76,250.13,0.9089,main_carriageway,8.28,1.23,0.147,0
10,5,bike,597.85,176.73,655.23,290.68,0.9344,,,,,0
10,6,car,269.31,191.78,367.24,288.15,0.9137,,,,,0
10,7,rickshaw,799.11,156.84,933.59,299.69,0.8887,main_carriageway,7.18,2.27,0.301,0
10,8,bike,695.69,200.73,773.71,337.19,0.8831,main_carriageway,9.81,2.46,0.243,0
10,9,car,500.36,105.69,570.8,169.44,0.9167,,,,,0
10,10,car,302.58,153.67,371.02,211.77,0.8975,,,,,0
10,11,bike,477.58,164.47,522.57,251.41,0.895,,,,,0
10,12,bike,1073.39,228.02,1204.53,440.16,0.9136,main_carriageway,17.43,9.26,0.469,0
10,13,bike,362.54,126.61,386.31,169.88,0.898,,,,,0
10,14,car,1078.11,60.74,1196.82,151.09,0.8377,,,,,0
10,15,bike,444.25,136.94,475.95,202.28,0.8328,,,,,0
10,16,car,1183.33,60.87,1279.82,160.12,0.8118,,,,,0
10,17,bike,866.3,99.51,911.75,165.53,0.8158,,,,,0
10,18,car,864.38,58.87,970.91,121.39,0.8085,,,,,0
10,19,bike,728.35,74.95,759.19,126.09,0.8455,,,,,0
10,20,bike,705.0,170.78,759.84,252.19,0.7211,,,,,0
10,21,bike,53.08,211.71,70.45,253.02,0.5604,,,,,0
10,22,bike,315.26,71.71,333.18,103.3,0.6829,,,,,0
10,23,car,487.99,86.13,527.83,122.61,0.6487,,,,,0
10,24,bike,594.27,86.48,617.75,117.67,0.7068,,,,,0
10,25,car,714.49,47.52,775.86,98.17,0.5275,,,,,0
10,26,bike,35.69,238.22,62.59,291.16,0.6615,,,,,0
10,27,bus,951.02,42.04,1038.3,109.91,0.4164,,,,,0
10,28,car,65.14,187.39,102.09,228.73,0.3517,,,,,0
10,31,bike,99.32,189.63,122.33,229.08,0.3346,,,,,0
10,32,car,434.91,88.56,465.8,115.9,0.3704,,,,,0
10,33,bike,779.67,69.26,808.61,114.45,0.3434,,,,,0
11,1,car,838.88,330.52,1254.5,614.65,0.9654,main_carriageway,30.29,0.55,0.018,0
11,2,car,360.57,291.83,571.53,491.6,0.9401,main_carriageway,9.29,9.42,0.712,0
11,3,car,567.87,119.54,667.77,205.07,0.9467,,,,,0
11,4,rickshaw,934.53,111.61,1053.94,250.55,0.9044,main_carriageway,11.38,1.65,0.143,0
11,5,bike,598.92,177.31,656.41,291.59,0.9324,,,,,0
11,6,car,269.89,191.67,368.42,288.61,0.9145,,,,,0
11,7,rickshaw,801.39,156.74,936.56,300.39,0.8842,main_carriageway,9.81,2.97,0.29,0
11,8,bike,699.16,201.2,777.54,338.28,0.8869,main_carriageway,13.46,3.55,0.255,0
11,9,car,500.56,105.5,571.53,169.59,0.9198,,,,,0
11,10,car,302.45,153.72,371.15,211.91,0.9017,,,,,0
11,11,bike,478.07,164.83,523.26,252.32,0.8976,,,,,0
11,12,bike,1079.03,229.36,1211.25,443.29,0.9117,main_carriageway,23.61,12.39,0.465,0
11,13,bike,362.59,126.57,386.49,170.06,0.8928,,,,,0
11,14,car,1078.13,60.6,1196.81,150.96,0.8775,,,,,0
11,15,bike,444.76,136.56,476.71,202.59,0.83,,,,,0
11,16,car,1183.35,60.81,1279.92,160.19,0.8315,,,,,0
11,17,bike,867.53,99.82,913.01,165.87,0.8209,,,,,0
11,18,car,864.53,58.78,970.97,121.26,0.8145,,,,,0
11,19,bike,728.78,74.83,759.56,125.98,0.8517,,,,,0
11,20,bike,707.22,171.56,761.71,252.05,0.7277,main_carriageway,7.56,-0.56,-0.074,0
11,21,bike,53.57,211.16,71.08,252.4,0.5548,,,,,0
11,22,bike,315.33,71.8,333.17,103.28,0.6707,,,,,0
11,23,car,488.3,86.23,528.04,122.57,0.6557,,,,,0
