vehicle_id,class,class_agreement,n_frames,first_frame,last_frame,duration_sec,mean_confidence,max_confidence
5363,car,1.0,3,433,435,0.12,0.2737,0.3248
5380,car,1.0,11,434,489,0.44,0.3039,0.39
5394,bike,1.0,16,435,451,0.64,0.3723,0.5008
5451,car,1.0,8,440,447,0.32,0.32,0.3893
5452,car,1.0,12,440,474,0.48,0.2933,0.3607
5664,car,0.971,34,457,534,1.36,0.3314,0.4737
5709,bike,0.879,33,461,500,1.32,0.365,0.5268
5973,truck,1.0,5,486,495,0.2,0.2688,0.3239
6055,car,1.0,1,495,495,0.04,0.3357,0.3357
6184,car,1.0,8,509,527,0.32,0.2723,0.324
6235,bike,0.923,13,516,541,0.52,0.337,0.4947
6283,car,1.0,13,525,545,0.52,0.3172,0.3997
6355,bike,1.0,3,535,543,0.12,0.3585,0.4056
6457,bike,1.0,5,550,554,0.2,0.3295,0.3713
6482,car,1.0,219,553,779,8.76,0.6524,0.8599
6532,car,1.0,7,561,567,0.28,0.4782,0.6557
6566,bike,1.0,1,567,567,0.04,0.3355,0.3355
6580,car,1.0,380,569,949,15.2,0.8714,0.9092
6636,bus,1.0,4,577,581,0.16,0.406,0.4444
6713,bike,1.0,20,589,613,0.8,0.3833,0.5248
6752,car,1.0,142,596,757,5.68,0.3059,0.4262
6793,car,1.0,211,603,815,8.44,0.673,0.8665
6816,car,1.0,97,607,784,3.88,0.2762,0.3631
7021,car,1.0,16,648,664,0.64,0.331,0.4763
7041,truck,1.0,17,653,670,0.68,0.39,0.5227
7046,car,1.0,297,653,949,11.88,0.9058,0.9513
7154,car,1.0,279,671,949,11.16,0.7426,0.8624
7204,car,1.0,20,680,699,0.8,0.3366,0.4323
7271,car,1.0,53,689,742,2.12,0.4602,0.6834
7379,car,1.0,9,703,716,0.36,0.311,0.4112
7405,bike,1.0,16,706,721,0.64,0.3126,0.413
7726,car,1.0,101,746,883,4.04,0.3701,0.6496
7960,car,1.0,175,775,949,7.0,0.8494,0.9177
8078,bike,1.0,1,792,792,0.04,0.4065,0.4065
8312,bike,1.0,7,829,836,0.28,0.3385,0.4641
8359,car,1.0,97,837,949,3.88,0.3085,0.439
8378,car,1.0,12,840,853,0.48,0.2977,0.345
8390,car,1.0,108,842,949,4.32,0.8235,0.8812
8454,bike,1.0,3,854,857,0.12,0.2871,0.3352
8543,car,1.0,77,869,949,3.08,0.327,0.3958
8755,car,1.0,45,900,949,1.8,0.285,0.3933
8914,bike,1.0,1,923,923,0.04,0.4107,0.4107
8956,bike,1.0,2,931,932,0.08,0.4108,0.4273
