vehicle_id,class,class_agreement,n_frames,first_frame,last_frame,duration_sec,mean_confidence,max_confidence
936,bus,1.0,7,95,106,0.28,0.3058,0.3601
1004,truck,1.0,4,101,108,0.16,0.2794,0.307
1013,car,1.0,80,102,202,3.2,0.3914,0.5569
1029,bus,1.0,51,103,153,2.04,0.3722,0.5568
1052,bus,1.0,5,105,109,0.2,0.3185,0.3617
1066,bus,1.0,218,107,331,8.72,0.7478,0.9126
1199,car,1.0,125,120,248,5.0,0.7226,0.8723
1310,bus,1.0,2,129,130,0.08,0.3076,0.3126
1317,bus,1.0,2,130,131,0.08,0.2914,0.3615
1330,car,1.0,151,131,281,6.04,0.7546,0.8975
1406,car,1.0,201,136,336,8.04,0.6877,0.9043
1479,car,1.0,6,140,145,0.24,0.3975,0.5218
1481,bus,1.0,284,140,454,11.36,0.4972,0.7936
1613,car,1.0,11,149,159,0.44,0.4821,0.5969
1614,car,1.0,56,149,251,2.24,0.3431,0.5565
1615,car,1.0,9,149,157,0.36,0.3331,0.418
1622,bus,0.9,20,149,198,0.8,0.5788,0.7894
1657,bus,1.0,30,152,181,1.2,0.4673,0.7012
1658,truck,1.0,16,152,208,0.64,0.28,0.3802
1668,bus,1.0,1,152,152,0.04,0.3182,0.3182
1674,car,1.0,384,153,539,15.36,0.6264,0.9108
1675,car,1.0,123,153,276,4.92,0.7571,0.8917
1713,bus,1.0,38,156,195,1.52,0.4743,0.6964
1801,car,1.0,73,161,233,2.92,0.7621,0.8858
1802,car,1.0,47,161,209,1.88,0.3726,0.4336
1805,bus,1.0,20,161,188,0.8,0.3316,0.4895
1831,car,1.0,208,162,371,8.32,0.5599,0.7964
1903,car,1.0,221,171,393,8.84,0.5357,0.7534
1936,bus,0.973,295,174,481,11.8,0.7231,0.9495
1975,car,1.0,129,177,305,5.16,0.7146,0.874
2012,car,1.0,6,181,186,0.24,0.5292,0.6292
2080,car,1.0,325,188,516,13.0,0.5765,0.8941
2129,car,1.0,7,192,198,0.28,0.325,0.3556
2255,bus,1.0,220,203,496,8.8,0.6454,0.8959
2311,car,1.0,127,208,351,5.08,0.4966,0.734
2428,bus,1.0,10,219,229,0.4,0.5889,0.7573
2456,truck,1.0,2,222,225,0.08,0.427,0.4426
2491,car,1.0,10,226,237,0.4,0.2879,0.3665
2529,truck,1.0,1,231,231,0.04,0.4262,0.4262
2565,bus,1.0,9,234,243,0.36,0.298,0.3932
2567,car,0.98,148,234,382,5.92,0.6097,0.8945
2602,car,1.0,9,239,247,0.36,0.3103,0.3601
2611,bus,1.0,27,240,283,1.08,0.388,0.5429
2612,car,0.763,169,240,412,6.76,0.5316,0.9078
2650,car,1.0,8,246,267,0.32,0.2662,0.3299
2767,car,1.0,18,264,281,0.72,0.3176,0.355
2812,car,1.0,59,270,329,2.36,0.3489,0.4363
2856,bus,1.0,68,275,431,2.72,0.5489,0.8813
2887,car,1.0,111,279,391,4.44,0.5443,0.8127
2894,bus,0.667,9,280,288,0.36,0.3432,0.4273
2900,car,1.0,4,281,284,0.16,0.3676,0.4194
3017,bus,1.0,244,296,539,9.76,0.6701,0.854
3112,bus,1.0,17,306,338,0.68,0.3119,0.4468
3158,car,1.0,12,311,326,0.48,0.2859,0.405
3306,car,1.0,4,325,328,0.16,0.3267,0.368
3334,car,1.0,4,327,330,0.16,0.5237,0.5766
3336,bus,1.0,2,328,329,0.08,0.2732,0.3142
3353,car,1.0,95,330,439,3.8,0.6997,0.9056
3364,bike,1.0,34,331,371,1.36,0.4611,0.6867
3377,bus,1.0,1,332,332,0.04,0.421,0.421
3414,bus,1.0,33,335,392,1.32,0.3413,0.5516
3535,car,1.0,59,346,405,2.36,0.7257,0.9215
3620,car,1.0,185,352,539,7.4,0.5926,0.8697
3627,bus,1.0,96,353,449,3.84,0.7462,0.8579
3687,car,1.0,1,362,362,0.04,0.4364,0.4364
3688,car,1.0,176,362,539,7.04,0.6533,0.9199
3724,car,1.0,7,368,374,0.28,0.3844,0.4708
3730,car,0.5,2,369,371,0.08,0.4864,0.5207
3792,car,1.0,159,376,534,6.36,0.756,0.9127
3920,bus,1.0,8,386,393,0.32,0.3668,0.426
3930,car,1.0,69,387,491,2.76,0.3884,0.5747
3977,car,1.0,57,391,448,2.28,0.7621,0.9035
4088,bike,1.0,1,401,401,0.04,0.4392,0.4392
4103,bus,0.625,8,402,409,0.32,0.5251,0.621
4156,car,1.0,134,406,539,5.36,0.7622,0.8674
4212,bus,1.0,2,410,420,0.08,0.3533,0.3575
4286,car,0.992,122,416,539,4.88,0.4333,0.6956
4287,bus,1.0,14,416,429,0.56,0.3289,0.405
4288,bus,1.0,95,416,539,3.8,0.4008,0.6316
4305,car,1.0,2,418,419,0.08,0.3022,0.347
4347,bike,1.0,6,422,427,0.24,0.4128,0.467
4367,truck,1.0,9,424,462,0.36,0.2797,0.3715
4388,bus,1.0,3,426,430,0.12,0.3034,0.3492
4389,bus,1.0,3,426,431,0.12,0.2958,0.3489
4462,bus,1.0,17,432,449,0.68,0.3837,0.4818
4472,bus,1.0,4,433,436,0.16,0.3299,0.4784
4484,bike,0.91,78,434,530,3.12,0.4164,0.5684
4498,car,1.0,3,435,437,0.12,0.4389,0.47
4507,car,1.0,25,436,460,1.0,0.3334,0.4367
4530,car,1.0,15,438,452,0.6,0.2867,0.3428
4545,car,1.0,57,439,495,2.28,0.8018,0.8957
4599,bus,0.989,95,445,539,3.8,0.847,0.9039
4636,bus,1.0,8,452,475,0.32,0.2763,0.3178
4685,car,1.0,6,460,465,0.24,0.3494,0.4204
4770,bus,0.5,6,470,475,0.24,0.6572,0.8306
4820,car,1.0,63,475,539,2.52,0.5226,0.7179
4871,car,1.0,26,480,507,1.04,0.3239,0.4253
4992,bus,1.0,6,491,496,0.24,0.3213,0.385
4996,bus,1.0,14,491,506,0.56,0.3982,0.5202
5019,car,1.0,3,493,497,0.12,0.2706,0.321
5092,bike,1.0,6,499,504,0.24,0.3687,0.4213
5120,car,1.0,40,500,539,1.6,0.7486,0.9089
5201,car,1.0,33,506,539,1.32,0.4831,0.7248
5242,bus,1.0,8,509,516,0.32,0.2725,0.3468
5275,bus,1.0,29,511,539,1.16,0.7353,0.8782
5277,bus,1.0,7,511,520,0.28,0.2881,0.3401
5356,bike,1.0,7,517,523,0.28,0.3623,0.485
5423,car,1.0,18,522,539,0.72,0.5762,0.7221
5469,car,1.0,11,526,536,0.44,0.4031,0.4951
5627,car,1.0,3,537,539,0.12,0.4533,0.5056
