group,image_path,image_name,exec_success,error_msg,plate_detected,detection_confidence,bbox,iou_gt,crop_width,crop_height,aspect_ratio,selected_variant,composite_score,raw_ocr_text,cleaned_text,plate_text,ocr_confidence,plate_type,is_valid_indian_format,error_category,processing_time_ms
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/97846647-16f1-4ee2-b260-60774a21cc74___new_Maruti-Suzuki-Swift-Dzire-1.jpg.jpg,97846647-16f1-4ee2-b260-60774a21cc74___new_Maruti-Suzuki-Swift-Dzire-1.jpg.jpg,True,,True,0.871,"[108, 145, 253, 183]",0.3304,145,38,3.82,V2_ADAPTIVE_BINARIZE,0.9781,HR26 BP3543,HR26BP3543,HR26BP3543,0.979,INDIAN,True,NONE,998.72
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/AP14.jpg,AP14.jpg,True,,True,0.851,"[103, 174, 194, 207]",0.165,91,33,2.76,V1_GRAY_CLAHE,0.876,AP 10 AS 3445,AP10AS3445,AP10AS3445,0.776,INDIAN,True,NONE,764.85
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/AP15.jpg,AP15.jpg,True,,True,0.836,"[93, 239, 204, 261]",0.0634,111,22,5.05,V2_ADAPTIVE_BINARIZE,0.8375,Aeze AT 5333,AEZEAT5333,AEZEAT5333,0.742,UNKNOWN,False,NONE,1258.44
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/AP16.jpg,AP16.jpg,True,,True,0.831,"[104, 126, 154, 137]",0.1786,50,11,4.55,V0_COLOR_CLAHE,0.6499,Ap39683,AP39683,AP39683,0.187,INDIAN,True,3. Extremely small plate resolution,1137.43
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/AP26.jpg,AP26.jpg,True,,True,0.882,"[97, 45, 178, 66]",0.0,81,21,3.86,V0_COLOR_CLAHE,0.8377,AP31BR 9501,AP31BR9501,AP31BR9501,0.628,INDIAN,True,NONE,965.08
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/AP27.jpg,AP27.jpg,True,,True,0.856,"[97, 194, 176, 218]",0.0848,79,24,3.29,V2_ADAPTIVE_BINARIZE,0.5233,"""APJTEF 1155",APJTEF1155,APJTEF1155,0.113,UNKNOWN,False,3. Extremely small plate resolution,922.88
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/AP41.jpg,AP41.jpg,True,,True,0.85,"[78, 262, 189, 294]",0.0645,111,32,3.47,V0_COLOR_CLAHE,0.8669,AP5cG 6320,AP5CG6320,AP5CG6320,0.705,INDIAN,True,NONE,941.44
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/AP43.jpg,AP43.jpg,True,,True,0.819,"[110, 320, 198, 342]",0.0466,88,22,4.0,V1_GRAY_CLAHE,0.8696,AP318G 7827,AP318G7827,AP31BG7827,0.708,INDIAN,True,NONE,960.99
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/AR1.jpg,AR1.jpg,True,,True,0.862,"[99, 110, 154, 121]",0.312,55,11,5.0,V2_ADAPTIVE_BINARIZE,0.6641,#ar04 8295,AR048295,AR048295,0.235,INDIAN,True,3. Extremely small plate resolution,1256.44
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/AR11.jpg,AR11.jpg,True,,True,0.846,"[28, 404, 220, 455]",0.0372,192,51,3.76,V0_COLOR_CLAHE,0.9706,ARO1J 0123,ARO1J0123,AR01J0123,0.964,INDIAN,True,NONE,938.57
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/AR4.jpg,AR4.jpg,True,,True,0.844,"[94, 268, 191, 290]",0.0536,97,22,4.41,V1_GRAY_CLAHE,0.7387,HR01C5723,HR01C5723,HR01C5723,0.347,INDIAN,True,3. Extremely small plate resolution,1166.16
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/AS18.jpg,AS18.jpg,True,,True,0.836,"[96, 216, 148, 235]",0.0514,52,19,2.74,V2_ADAPTIVE_BINARIZE,0.6226,ASDLF4549-,ASDLF4549,ASDLF4549,0.094,UNKNOWN,False,3. Extremely small plate resolution,833.23
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/AS2.jpg,AS2.jpg,True,,True,0.873,"[100, 246, 189, 270]",0.0592,89,24,3.71,V0_COLOR_CLAHE,0.6529,As07ac6e53,AS07AC6E53,AS07AC6353,0.132,INDIAN,True,3. Extremely small plate resolution,931.04
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/AS22.jpg,AS22.jpg,True,,True,0.858,"[101, 279, 167, 299]",0.0469,66,20,3.3,V1_GRAY_CLAHE,0.6866,S01A8668,S01A8668,S01A8668,0.373,UNKNOWN,False,3. Extremely small plate resolution,863.25
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/AS25.jpg,AS25.jpg,True,,True,0.885,"[96, 144, 166, 161]",0.1504,70,17,4.12,V1_GRAY_CLAHE,0.7053,AS0 IBS 4362,AS0IBS4362,AS01BS4362,0.326,INDIAN,True,3. Extremely small plate resolution,955.91
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/AS5.jpg,AS5.jpg,True,,True,0.832,"[93, 314, 191, 344]",0.0603,98,30,3.27,V0_COLOR_CLAHE,0.8063,As 23k 0770,AS23K0770,AS23K0770,0.584,INDIAN,True,NONE,891.26
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/CG14.jpg,CG14.jpg,True,,True,0.801,"[90, 133, 137, 146]",0.0879,47,13,3.62,V0_COLOR_CLAHE,0.6077,Cgo9 2SS,CGO92SS,CG09255,0.129,INDIAN,True,3. Extremely small plate resolution,970.5
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/CG17.jpg,CG17.jpg,True,,True,0.84,"[103, 121, 155, 136]",0.2308,52,15,3.47,V2_ADAPTIVE_BINARIZE,0.6207,(607.042529,607042529,607042529,0.314,UNKNOWN,False,3. Extremely small plate resolution,878.07
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/CG19.jpg,CG19.jpg,True,,True,0.81,"[106, 205, 169, 220]",0.0652,63,15,4.2,V1_GRAY_CLAHE,0.6812,Cgo74a7878,CGO74A7878,CG07AA7878,0.203,INDIAN,True,3. Extremely small plate resolution,1130.92
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/CH9.jpg,CH9.jpg,True,,True,0.852,"[107, 103, 162, 119]",1.4096,55,16,3.44,V0_COLOR_CLAHE,0.582,Cho)TF 4282,CHOTF4282,CH0TF4282,0.023,INDIAN,True,3. Extremely small plate resolution,1007.78
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/DL12.jpg,DL12.jpg,True,,True,0.86,"[100, 229, 184, 252]",0.0747,84,23,3.65,V0_COLOR_CLAHE,0.9055,DL SCH 7593,DLSCH7593,DL5CH7593,0.832,INDIAN,True,NONE,923.18
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/DL13.jpg,DL13.jpg,True,,True,0.842,"[93, 232, 175, 255]",0.0621,82,23,3.57,V1_GRAY_CLAHE,0.8987,DLIZCJ9823],DLIZCJ9823,DL12CJ9823,0.781,INDIAN,True,NONE,865.59
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/DL24.jpg,DL24.jpg,True,,True,0.838,"[92, 234, 178, 255]",0.052,86,21,4.1,V2_ADAPTIVE_BINARIZE,0.5527,JL3ccK8019,JL3CCK8019,JL3CCK8019,0.105,UNKNOWN,False,3. Extremely small plate resolution,1149.92
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/DL33.jpg,DL33.jpg,True,,True,0.837,"[94, 271, 168, 292]",0.0505,74,21,3.52,V2_ADAPTIVE_BINARIZE,0.6761,OLZCN7z31,OLZCN7Z31,OLZCN7Z31,0.352,UNKNOWN,False,3. Extremely small plate resolution,870.86
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/DL7.jpg,DL7.jpg,True,,True,0.853,"[98, 212, 170, 230]",0.0638,72,18,4.0,V1_GRAY_CLAHE,0.823,DL 12CK 8643,DL12CK8643,DL12CK8643,0.62,INDIAN,True,NONE,967.31
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/GJ13.jpg,GJ13.jpg,True,,True,0.888,"[94, 142, 180, 163]",0.1575,86,21,4.1,V1_GRAY_CLAHE,0.6826,GJogkP8508,GJOGKP8508,GJ06KP8508,0.207,INDIAN,True,3. Extremely small plate resolution,1011.35
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/GJ21.jpg,GJ21.jpg,True,,True,0.866,"[95, 192, 176, 212]",0.0878,81,20,4.05,V0_COLOR_CLAHE,0.8943,612c02526,612C02526,612C02526,0.789,UNKNOWN,False,NONE,1020.03
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/GJ29.jpg,GJ29.jpg,True,,True,0.854,"[105, 138, 165, 154]",0.1566,60,16,3.75,V1_GRAY_CLAHE,0.6135,630137540,630137540,630137540,0.034,UNKNOWN,False,3. Extremely small plate resolution,1091.31
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/HP11.jpg,HP11.jpg,True,,True,0.86,"[102, 127, 173, 146]",0.1944,71,19,3.74,V2_ADAPTIVE_BINARIZE,0.8615,HP1247917,HP1247917,HP12A7917,0.654,INDIAN,True,NONE,936.04
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/HP4.jpg,HP4.jpg,True,,True,0.82,"[60, 226, 131, 246]",0.0562,71,20,3.55,V2_ADAPTIVE_BINARIZE,0.5264,HagEez52,HAGEEZ52,HAGEEZ52,0.053,UNKNOWN,False,3. Extremely small plate resolution,980.94
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/HP9.jpg,HP9.jpg,True,,True,0.863,"[87, 195, 162, 218]",0.0937,75,23,3.26,V2_ADAPTIVE_BINARIZE,0.7656,APig 4 6363,APIG46363,AP16A6363,0.482,INDIAN,True,3. Extremely small plate resolution,846.89
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/HR19.jpg,HR19.jpg,True,,True,0.839,"[100, 146, 167, 161]",0.1297,67,15,4.47,V2_ADAPTIVE_BINARIZE,0.7951,#HR29104939,HR29104939,HR29IO4939,0.522,INDIAN,True,NONE,1139.34
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/HR3.jpg,HR3.jpg,True,,True,0.875,"[104, 135, 180, 154]",0.2222,76,19,4.0,V1_GRAY_CLAHE,0.7694,FHR 298V8286],FHR298V8286,FHR298V8286,0.6,UNKNOWN,False,NONE,986.79
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/HR6.jpg,HR6.jpg,True,,True,0.839,"[101, 264, 172, 283]",0.0429,71,19,3.74,V0_COLOR_CLAHE,0.7796,CHR2G0J8832,CHR2G0J8832,CHR2G0J8832,0.559,UNKNOWN,False,NONE,924.07
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/JH12.jpg,JH12.jpg,True,,True,0.824,"[76, 305, 166, 334]",0.0524,90,29,3.1,V0_COLOR_CLAHE,0.7164,JH014X53921,JH014X53921,JH01AXS3921,0.291,INDIAN,True,3. Extremely small plate resolution,805.61
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/JH15.jpg,JH15.jpg,True,,True,0.876,"[91, 125, 179, 147]",0.2058,88,22,4.0,V1_GRAY_CLAHE,0.8015,JH O8C 0625,JHO8C0625,JH08C0625,0.572,INDIAN,True,NONE,959.37
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/JH3.jpg,JH3.jpg,True,,True,0.87,"[109, 131, 167, 146]",0.2309,58,15,3.87,V2_ADAPTIVE_BINARIZE,0.6675,JHO DB 3881,JHODB3881,JH0DB3881,0.237,INDIAN,True,3. Extremely small plate resolution,990.87
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/JK16.jpg,JK16.jpg,True,,True,0.84,"[79, 234, 197, 262]",0.0703,118,28,4.21,V2_ADAPTIVE_BINARIZE,0.8883,JKog8 7745,JKOG87745,JK06B7745,0.758,INDIAN,True,NONE,1083.15
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/JK32.jpg,JK32.jpg,True,,True,0.87,"[163, 199, 211, 219]",0.2018,48,20,2.4,V2_ADAPTIVE_BINARIZE,0.3157,J(OEi,JOEI,JOEI,0.011,UNKNOWN,False,3. Extremely small plate resolution,648.35
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/KA18.jpg,KA18.jpg,True,,True,0.827,"[105, 126, 154, 140]",0.1724,49,14,3.5,V2_ADAPTIVE_BINARIZE,0.5286,KI dq4312,KIDQ4312,KIDQ4312,0.102,UNKNOWN,False,3. Extremely small plate resolution,1006.09
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/KA8.jpg,KA8.jpg,True,,True,0.808,"[111, 161, 193, 180]",0.1505,82,19,4.32,V0_COLOR_CLAHE,0.516,7433 5069,74335069,74335069,0.077,UNKNOWN,False,3. Extremely small plate resolution,1053.12
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/LA1.jpg,LA1.jpg,True,,True,0.833,"[79, 181, 144, 202]",0.0866,65,21,3.1,V2_ADAPTIVE_BINARIZE,0.6882,LA0z 0z9,LA0Z0Z9,LA02029,0.33,INDIAN,True,3. Extremely small plate resolution,809.09
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/ML11.jpg,ML11.jpg,True,,True,0.863,"[46, 77, 115, 107]",0.3014,69,30,2.3,V2_ADAPTIVE_BINARIZE,0.5738,AloSL 1434,ALOSL1434,ALOSL1434,0.188,UNKNOWN,False,3. Extremely small plate resolution,734.19
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/ML37.jpg,ML37.jpg,True,,True,0.821,"[112, 91, 156, 103]",0.0,44,12,3.67,V2_ADAPTIVE_BINARIZE,0.4555,ULIEQ2,ULIEQ2,ULIEQ2,0.061,UNKNOWN,False,3. Extremely small plate resolution,1057.83
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/ML38.jpg,ML38.jpg,True,,True,0.853,"[96, 268, 204, 300]",0.0758,108,32,3.38,V2_ADAPTIVE_BINARIZE,0.8617,NL 06 4696,NL064696,NL064696,0.729,INDIAN,True,NONE,898.47
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/ML5.jpg,ML5.jpg,True,,True,0.818,"[102, 219, 158, 235]",0.0511,56,16,3.5,V0_COLOR_CLAHE,0.5071,Fu05dd52v,FU05DD52V,FU05DD52V,0.014,UNKNOWN,False,3. Extremely small plate resolution,1066.59
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/ML8.jpg,ML8.jpg,True,,True,0.842,"[187, 232, 261, 273]",0.3068,74,41,1.8,V1_GRAY_CLAHE,0.8354,ML 08 7034,ML087034,ML087034,0.664,INDIAN,True,NONE,630.82
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/MP1.jpg,MP1.jpg,True,,True,0.808,"[89, 266, 171, 288]",0.047,82,22,3.73,V1_GRAY_CLAHE,0.6238,Mpo48535461,MPO48535461,MP04BSJ5461,0.059,INDIAN,True,3. Extremely small plate resolution,1047.12
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/NL4.jpg,NL4.jpg,True,,True,0.829,"[175, 387, 234, 420]",0.0689,59,33,1.79,V1_GRAY_CLAHE,0.5203,4L 02c = 1917,4L02C1917,4L02C1917,0.164,UNKNOWN,False,3. Extremely small plate resolution,605.27
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/OD10.jpg,OD10.jpg,True,,True,0.849,"[95, 244, 181, 265]",0.054,86,21,4.1,V1_GRAY_CLAHE,0.7179,OD 05K6964,OD05K6964,OD05K6964,0.332,INDIAN,True,3. Extremely small plate resolution,986.75
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/PB20.jpg,PB20.jpg,True,,True,0.857,"[104, 163, 165, 178]",0.1018,61,15,4.07,V2_ADAPTIVE_BINARIZE,0.9189,PB3IR8123,PB3IR8123,PB3IR8123,0.797,INDIAN,True,NONE,1080.28
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/PY1.jpg,PY1.jpg,True,,True,0.829,"[96, 280, 174, 301]",0.0427,78,21,3.71,V2_ADAPTIVE_BINARIZE,0.8188,PYOl-Q-724z,PYOLQ724Z,PY0LQ7242,0.615,INDIAN,True,NONE,953.37
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/PY10.jpg,PY10.jpg,True,,True,0.86,"[89, 271, 183, 296]",0.0529,94,25,3.76,V2_ADAPTIVE_BINARIZE,0.7764,~PYO1CEL19],PYO1CEL19,PY01C3119,0.509,INDIAN,True,NONE,916.99
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/PY12.jpg,PY12.jpg,True,,True,0.873,"[119, 163, 179, 182]",0.1742,60,19,3.16,V0_COLOR_CLAHE,0.8206,Pyoiah 906,PYOIAH906,PY0IAH906,0.589,INDIAN,False,NONE,817.94
Indian Unseen Test,e:/CDAC Dataset/CDAC_Workspace/indian_no_plates_B/images/train/PY14.jpg,PY14.jpg,True,,True,0.778,"[110, 222, 184, 251]",0.1036,74,29,2.55,V1_GRAY_CLAHE,0.6596,PY 0102412,PY0102412,PY01O2412,0.187,INDIAN,True,3. Extremely small plate resolution,695.36
